texto,fecha,usuario
"rt @pictoline: ""son pobres porque quieren"" 😑 ""que trabajen"" 🙄

las personas pobres se enfrentan constantemente a juicios sobre su situación. pero poco se habla de cómo la pobreza es en realidad muy cara: https://t.co/d8gkbtnubt",2021-10-18 23:59:52 UTC,pattyloy
"rt @parrawilmaryvs: q una mujer te escriba una carta ok, pero unn hombreee, wtfff dónde me consigo a uno de esos???",2021-10-18 23:59:52 UTC,Iaraantonella05
"rt @maylwino: estará en la nueva constitución el derecho a destruir, incendiar, saquear, atacar a cualquiera que piense distinto ? mientras tanto preparen otra ley de indulto ... @gabrielboric @provosteyasna",2021-10-18 23:59:52 UTC,PatoSonico77
@lilianafranco20 @alferdez y cuando empieza a gobernar? lleva 2 años ya!,2021-10-18 23:59:52 UTC,deemejota
"rt @gnb_2ciad212: #18oct || legado inquebrantable de nuestro cmdte. chávez, la guardia nacional bolivariana más cerca del pueblo venezolano, brindando amor, paz y tranquilidad  #táchirainvicta21
#ceofanbporvzla
#epavamosacuidarnos
#laverdadsiempretriunfa
#2ciad212
 https://t.co/pct7m77jz9",2021-10-18 23:59:52 UTC,Freddy98236340
"acompañante, tirándola al otro lado del sofá.— ¿acaso estás urgida de mí, gatita? po... oh, maldición: jodida perra.

una risita juguetona escapó de los labios de la alta muchacha al escuchar las palabrotas de la pelirroja; sus labios chupando fuertemente el clítoris,",2021-10-18 23:59:52 UTC,senfaime
"@selenecrow @prrickly @dimecres1 @cuarda29 @nuarimany @valtonyc joder! que patrañas! y os lo traigáis todo. 
una masacre! 
a una le tocaron los dedos y le rompieron las tetas. o algo así. 
un tiro en la espalda y todo! que pasada! 
reconoce que os hubiera gustado. necesitáis unos mártires. para justificar tanto victimismo. 😭😭😭😭😭😭😭😭",2021-10-18 23:59:52 UTC,jlicum
"sinceramente que saqueen las grandes tiendas es lo menos que me importa. con todo lo que roban y hacen endeudarse a las personas para acceder a elementos básicos.
ahora a las pymes y tienes de barrio, son puros sacos de weas.",2021-10-18 23:59:52 UTC,maribelenchis
"rt @aleteiaes: aquí te damos las claves sobre las implicaciones éticas de las #vacunas

https://t.co/qmj5jallyr

#aleteia #felizlunes",2021-10-18 23:59:52 UTC,avgestorus
rt @biobio: desconocidos incendian escalera en el cerro santa lucía https://t.co/dhcv633axn,2021-10-18 23:59:52 UTC,tempocleta
"rt @reporteya: #18oct  #alexsaab 
@waltervmg: la defensa de  saab, ha costado $170.000.000 de nuestro dinero. con ese monto, más de 80.000 pensionados venezolanos, que hoy viven en pobreza extrema, saldrían de ella durante todo un año.
no son las sanciones, es el chavismo... y sus cómplices.",2021-10-18 23:59:52 UTC,chinedgomez
rt @mariana_cresp1: tengo una rapidez para que se me crucen los cable jajajajajajaja,2021-10-18 23:59:52 UTC,lencinavvale
"rt @carlarthurking: “el uribista se complementa con el uribista, castrochavista con castrochavista, uribista con uribista y también castrochavista a uribista, del mismo modo en el sentido contrario. estamos para darnos cariño, para darnos amor"". 
-abelardo de la espriella sobre caso alex saab. https://t.co/ekbnrdxew5",2021-10-18 23:59:52 UTC,Colombi46296576
"rt @rafauccman: eu sou simplesmente apaixonada pelo natal:  decoração,comidas,p̶a̶r̶e̶n̶t̶e̶s̶,filmes natalinos",2021-10-18 23:59:52 UTC,rubstrange
necesito una sangria…. y apenas es lunes,2021-10-18 23:59:52 UTC,_onixe_
rt @carorojis: @elisaloncon una cc que tiene sangre en su escritura,2021-10-18 23:59:52 UTC,pentente
"@sebastiansichel luego de 2 años del #estallidodelictual la demagogia, el populismo, y el relativismo moral, son los principios del totalitarismo de  desadaptados que ponen en el fin de sus acciones, el desorden y la anarquía. basta de impunidad!",2021-10-18 23:59:52 UTC,Lufuki
"que bronca que me da la gente que ya ve que una mujer tiene un poco de panza y ""ay estará embarazada?"" por el amor de diossssss",2021-10-18 23:59:52 UTC,camixangelita
rt @agustinakraus: la china suárez ahora que camilo y evaluna están felizmente casados esperando un hijo https://t.co/lkp6exgvpp,2021-10-18 23:59:52 UTC,Daaaa_Castillo
rt @elbaquedanocl: 🔴 violentistas comienzan a tomar los alrededores de plaza baquedano impidiendo el libre tránsito y aterrorizado a los residentes de la zona. #noticiaendesarrollo https://t.co/5uat94j7sb,2021-10-18 23:59:52 UTC,mahdisrain
"dios sigue siendo el mismo de ayer,hoy y por los siglos de los siglos.♡",2021-10-18 23:59:52 UTC,veronic76971664
«las obras anunciadas y el aumento de vuelos para termas nos alienta a crecer como destino» https://t.co/adc4t01r31 a través de @sursantiago @jmukdise,2021-10-18 23:59:52 UTC,InfoSurSantiago
"rt @camileison19: díganle a harry de 2010 que está haciendo historia y cumpliendo sus sueños

proud of harry https://t.co/nhc110uytb",2021-10-18 23:59:52 UTC,aranzasucr
@chaaeluv dios jajaj,2021-10-18 23:59:52 UTC,LOVE4YEONGYU
"rt @sultanoreload: para el gobierno,se ""extravió"" https://t.co/gdk6ykst7l",2021-10-18 23:59:52 UTC,HER06
@joeldele0n llevame dale joel llevame 😔🤙,2021-10-18 23:59:52 UTC,louisxerick28
@jabece @pochoharbec @jccedenog @lassoguillermo o quien más?,2021-10-18 23:59:52 UTC,JoseKarlos11
rt @yadesqt: vieron que soojin es esta tortuguita https://t.co/en2yb2g6jt,2021-10-18 23:59:52 UTC,waiting4soojin
"rt @niaquniall2: guardo en el desván
los tantos por ciento que no te dije.
esa cifra exacta de noches en vela 
y de alcoholismo barato 
que achaco a tu falta de presencia. 
al poco tacto, al silencio que se cuela,
inundando con tu aroma las rendijas de mi puerta.
🎨j. w. waterhouse https://t.co/abs3a3likb",2021-10-18 23:59:52 UTC,TreceBola
rt @susana__perez: es lunes https://t.co/4pb6jmjiky,2021-10-18 23:59:52 UTC,maxxcarti
"oa, voy a regalar 5 subs (canal q quieran)  a algunas de las personas que respondan (solo si somos mutis) gane una apuesta y me apetece la vdd ajshshha",2021-10-18 23:59:52 UTC,diego_diikiner
noooo me cagaron la vida los odio https://t.co/bkwcw0nker,2021-10-18 23:59:52 UTC,haileesdes
"con la resignación de siempre y con los huevos hinchados como nunca, escribí esto sobre el partido de ayer. https://t.co/fxnmsostfm",2021-10-18 23:59:52 UTC,BuscaliaSinG
"rt @gash276: alex saab intoxicó a un montón de gente y un grupo está llorando porque nos reímos de su deterioro físico. a esa gente témanle, son los primeros que celebran la destrucción del país.",2021-10-18 23:59:52 UTC,GregorioHered12
"rt @juanlastre1: @alexbedco @valencianels0n @petrogustavo @robynsonj @gustavotrianasu @jhongranadosr @richybotero @jofiron @legobo_ @francisctorres @diogenesorjuela @catilinaria6 @coaliesperanza @dignidad_col @juanmanuelgalan @cristobustos @delacallehum no solo discrepan de petro quienes son corruptos. también quienes no confían en el por su ambigüedad. y que no necesita unidad con nadie porque va punteando en las encuestas? lo verémos nuevamente prometiendo lo que no va a cumplir y hasta de pronto,firmando en piedra nuevamente.",2021-10-18 23:59:52 UTC,RobynsonJ
@mp_ayuda a ustedes no les dejo ni un solo centavo mio. antes me corto los dedos!,2021-10-18 23:59:52 UTC,LucioTedescoG
"acta compromiso para la obra del #campus de la uader. la educación marca la vida, genera oportunidades, nos proyecta como individuos y como sociedad. desde el @gobiernoer venimos acompañando, con políticas de estado, la  decisión de muchos jóvenes entrerrianos de estudiar📚 https://t.co/ves1glworx",2021-10-18 23:59:52 UTC,rosarioromeroOK
"rt @profe_restrepo: quien ponga en duda la capacidad de los seres humanos tendrá que hacer reverencia al ver los muchachos del para cycling en el gran fondo ciudad musical, ibague. freddy gonzález y su grupo dieron una lección de organización y un éxito reconocido por todos los asistentes https://t.co/5wp8qdvbkb",2021-10-18 23:59:52 UTC,hectorruizmex
@confidencialhn @yanirosenthal jajaja el narco no tiene quien le escriba,2021-10-18 23:59:52 UTC,Ashurbanipal7
"rt @mippcivzla: 🗣️ ¡𝐄𝐒 𝐂𝐎𝐍𝐓𝐈𝐆𝐎 ! ✍️🇻🇪
🌧️ cuídate de las lluvias ☔️
ten en cuenta las siguientes recomendaciones y enlázate con la seguridad en estos días lluviosos.
#epavamosacuidarnos https://t.co/hr2gnzsko6",2021-10-18 23:59:52 UTC,digital_camara
gómez cazarín externa total respeto a derechos políticos de las veracruzanas https://t.co/l5wkcbkwpj,2021-10-18 23:59:52 UTC,billieparkernot
"rt @rajab_chile: #18deoctubre día nacional del delincuente, narcotraficante, terrorista y asesinos.  #18octubrexlared #estallidodelincuencial",2021-10-18 23:59:52 UTC,soudeurun
"rt @frankie_valpo: gracias @paulinadeallend por tu histeria el día de ayer, ✌️✌️👏👏👏 para ti.  @joseantoniokast https://t.co/sbdd3c5pmq",2021-10-18 23:59:52 UTC,NavarroGenta
gringas🤙🏽,2021-10-18 23:59:52 UTC,qladillaxd
se arruinaron todos mis planes,2021-10-18 23:59:52 UTC,enidm222
@santiagopgm jajajasja,2021-10-18 23:59:52 UTC,soyotromauricio
rt @josephmonsalve8: magia es la gente que te saca un ratico del caos.,2021-10-18 23:59:52 UTC,Yamifernandez09
"rt @antocuu: esto me recuerda al desastre del no-hijo de diwan. o fede bal en intrusos hablando sobre barbie vélez. o a pampita diciendo que sintió olor a sexo. 
 momentos importantísimos de nuestra tv.",2021-10-18 23:59:52 UTC,vickingagirasol
@khaotunqg quitenle los derechos,2021-10-18 23:59:52 UTC,luvswbn
"rt @fasat_alfa: justicia.
nada más, pero nada menos https://t.co/ft96pxfajo",2021-10-18 23:59:52 UTC,YO_SOY_YO77
@laurasgarc de todo un poquito amor jajaj,2021-10-18 23:59:52 UTC,VahosZarick
"rt @lusilu0: nos estamos perdiendo mil cosas shippers ¿lo sabéis no?

#secret18o",2021-10-18 23:59:52 UTC,marceloylaura
pobre la esposa que primero tuvo que verlo con jessica en la alfombra roja y ahora esto jakaksjs https://t.co/ufxbrjgcfi https://t.co/hq5e7jd2ni,2021-10-18 23:59:52 UTC,heavenlytswift
rt @b_1autaro: huyendo de lo inevitable,2021-10-18 23:59:52 UTC,manunieto_
@pitiaguirre @gustavopeirano1 claaaaro que si. no es muy difícil. solo que agregaría alguno más a la lista.,2021-10-18 23:59:52 UTC,chcstones
"rt @colombia_hist: los niños de la calle llamados ""chinos"" aparecen en bogotá hace un siglo. aquí el entierro de uno.

foto de nuestros amigos  @historiabogota https://t.co/muaipxnhzc",2021-10-18 23:59:52 UTC,yulsx
rt @marthybum: deseo un close friends de twitter ahora mismo,2021-10-18 23:59:52 UTC,andreargzmx
"@hammerthewise la cuenta de glio se volvió una cuenta stan de cachorritos fan gradualmente que no nos dimos cuenta. 

y amén por ello.",2021-10-18 23:59:52 UTC,Jafet1411
"nunca coincidí tan lindo con una persona como con silvina 🥰
sin dudas está en las malas y en las buenas...",2021-10-18 23:59:52 UTC,MikaMrquez1
sayo pa ver halloween kills el viernes??,2021-10-18 23:59:52 UTC,theluison
"aquí están los resultados de los gobiernos progresistas que luchan por los más pobres. 

#tepexigobiernoprogresista https://t.co/jy95s0fjfl",2021-10-18 23:59:52 UTC,carls_alejandro
@milagritosmend7 clarividente de aquellas!!,2021-10-18 23:59:52 UTC,yuraqwasi1
"rt @potterheadclub: te busca el innombrable*

cualquier persona  // harry potter https://t.co/aj1yzctcix",2021-10-18 23:59:52 UTC,sebas_houses
rt @youngeunerdola: estratégias - a thread,2021-10-18 23:59:52 UTC,utokkigirl
"@laderechadiario en un país normal, sacaba el 100% en las paso",2021-10-18 23:59:52 UTC,JAndriud
"me acabo de hacer mierda la garganta haciendo lo que hice xdddd (ojala hubiera chuparme una poronga, si no hubiera dejado de manguiar porno en twitter, e621 y r34)",2021-10-18 23:59:52 UTC,DReptile1911
"rt @iaim_ve: #svmi_maiquetía✈️|| en el iaim te traemos el resumen de noticias y actividades que se efectuaron en el aeropuerto internacional ""simón bolívar"" de maiquetía en la última semana.

https://t.co/rckgvfqmh2",2021-10-18 23:59:52 UTC,adrian__256
"luego de seis meses de trabajo, unos 19 privados de libertad en las tablas, entregaron a la marca integrarte, la primera pollera montuna zurcida, bordada, calada y con mundillo, hecha a mano con fina tela de olán de hilo.
https://t.co/p1z4a94i4n a través de @destinopanam",2021-10-18 23:59:52 UTC,Destinopanam
@snipezo_ @strikebtw @devourrecruiter noti,2021-10-18 23:59:52 UTC,Vendi_fn
"rt @gloriaalvarez85: el hipócrita y charlatán de @pontifex mientras vive de parásito de lo que otros producen en el mercado, vuelve a arremeter contra el único medio pacífico y voluntario que el ser humano tiene para intercambiar sin matarse en guerras ni saqueos: el mercado https://t.co/pde0j1uj1z https://t.co/uqovhadj0r",2021-10-18 23:59:52 UTC,venzarmando
rt @pablxguillen: odio perder el tiempo,2021-10-18 23:59:52 UTC,cabj_magi
@blui_3 no lo se realmente 🕴🏻,2021-10-18 23:59:52 UTC,Mili709
"la universidad no debería ser así, me tocó hacer un trabajo mientras estaba visitando a mis tíos. me toca obligarme a parar porque si no lo hago el estudio consume todo lo que soy.",2021-10-18 23:59:52 UTC,MirandaGV_
rt @graciasvirrey0: dicho eso. ante sus ojos la mejor pareja de todas. abrazo https://t.co/adghbyktag https://t.co/ewssgrgn94,2021-10-18 23:59:52 UTC,stifleer06
"@ignaciopaez_ dejo mi vida en tus manos, hacete cargo",2021-10-18 23:59:52 UTC,MassiDellacqua3
@iangeelm pues nunca me llegó la llamada oficial del dueño uwu,2021-10-18 23:59:52 UTC,RenyCan
oh no.. she broke américa https://t.co/jgdnlqxmdq,2021-10-18 23:59:52 UTC,supercorpp
"se quedó carlos nfjelsljs gracias diosito

#subimosdenivel @tcsoyelmejor",2021-10-18 23:59:52 UTC,jiminsmiracle
@rsesmia podemos compartir https://t.co/9qtnfwzhi3,2021-10-18 23:59:52 UTC,mingiestrellita
"rt @smmjade: la vida adulta ???? carísima 
cansadísima ocupadísima estresadísima 

no sé, no me gusta",2021-10-18 23:59:52 UTC,ducky_pato
@wntkillme mm si es un nombre largo si pero sino no,2021-10-18 23:59:52 UTC,Iisslonation
"rt @waltervuototdf: no todo en política es lo mismo, ni todos los políticos son lo mismo. así como néstor prorrogó la 19640 y con @cfkargentina se llegó al récord de producción y pleno empleo, ahora con @alferdez volvemos a devolverle el futuro a tierra del fuego #nofuemagia https://t.co/uyv1ddfgqc",2021-10-18 23:59:52 UTC,Graciel35562916
@hian1701 ¿perdón?,2021-10-18 23:59:52 UTC,karimvr_
necesitamos un gomez carreño #estallidodelictual #maipu https://t.co/cp0wnfodea,2021-10-18 23:59:52 UTC,cheGuevadas
@mariconaimbecil pues ya lo hice y no resulto muy bien,2021-10-18 23:59:52 UTC,chempo24
@jpalvarezguedea jaja 😜,2021-10-18 23:59:52 UTC,Josehp_76
rt @azarvzla: nada más hoy #alexsaab en abogados pagó 170.000 usd.,2021-10-18 23:59:52 UTC,V3nezuelalibr3
@juang093 tú juegas en pc verdad?,2021-10-18 23:59:52 UTC,Kelvin_Rodz
"como conseguir robux gratis 
buscar",2021-10-18 23:59:52 UTC,jkgorero
"rt @escafer_: llevo llorando 5 minutos de la risa y de la felicidad por este video , no tiene desperdicio https://t.co/zcmgzyfjel",2021-10-18 23:59:52 UTC,_lauroru
mi abuela se puso a pelear en el super por 10 centavos jajajajaja como asi vo,2021-10-18 23:59:52 UTC,usuarioaletori0
"rt @mr_zach_foster: mientras celebremos la extradición de #alexsaab, es tiempo para pensar en serio sobre el futuro de venezuela ... una #venezuela libre donde no existe ni psuv ni chavismo disidente ni la mud. no a las elecciones falsas, hay que seguir luchando hasta desmantelar el cartel de soles. https://t.co/r11trcnswh",2021-10-18 23:59:52 UTC,verochi09
"rt @puntodequiebr15: mis queridos lectores aqui, una asesora de la alcaldía del municipio de funes nariño, agrede a uno de sus escoltas, quien le indica que el esquema de seguridad no esta para cuidar borrachos.. https://t.co/zowawxk4gv",2021-10-18 23:59:52 UTC,biolucho2005
rt @alvarouribevel: financiación venezolana a políticos https://t.co/27kajqcyup,2021-10-18 23:59:52 UTC,mauro9782
"rt @milanesroldan: video: “ver esto es indignante”: cubanos critican a transtur por compra de auto... 800 nuevos autos para el turismo y ninguna ambulancia, taxi, omnibus. el bloqueo de la dictadura militar de cuba es selectivo contra el pueblo https://t.co/b6zujdh4xk @europarl_en @usembcuba https://t.co/0mcwsssqq1",2021-10-18 23:59:52 UTC,Bel20211
@mediterraneodgt he escrito bastantes artículos..,2021-10-18 23:59:52 UTC,acidomanchego36
@memv09 @jalejandrovc entonces te invito un café….,2021-10-18 23:59:52 UTC,Ceroprudente
"@miquiog @adnradiochile jadjajdjajdjajdjaj veamos como le va a ese payaso de presidente, apuesto que no dura 1 dia sin que quede la caga",2021-10-18 23:59:52 UTC,Luesmc
rt @patyarmendariz: buenos días! con los ojos cerrados pero con el cerebro muy activo defenderé hoy la ley de ingresos ante el pleno de mi querida cámara de diputados. #fuerabotsobsoletos,2021-10-18 23:59:52 UTC,triniesparza
"ya me vi 🤩

#metaverse #realidadaumentada #web3 https://t.co/dh1unzyyiy",2021-10-18 23:59:52 UTC,CharlyCripto
gran marcha en melipulli...no estamos dormidos... https://t.co/cllkm6huvw,2021-10-18 23:59:52 UTC,renegutierrez33
"@joseantoniokast kast vendiendo a los chilenos a los chinos comunistas dictadores, con plata baila el monito jajaja",2021-10-18 23:59:52 UTC,Patioma2
@btwsantii @dqrkszn nopuedeser santi jajajaja,2021-10-18 23:59:52 UTC,mel_tisca
rt @otakudeperon: si yo fuera wanda y fuera a volver con icardi aprovecharía este momento para hacerlo firmar algo que le prohiba disfrazarse de sojero.,2021-10-18 23:59:52 UTC,isaawalfisch
no decir lo que pensamos y no hacer lo que decimos 2 d las más grandes mierdas del ser humano,2021-10-18 23:59:52 UTC,valuuchita
"siento la misma vibra, puedo sentirla muy cerca. 🙈
#hueningbahiyyih #bahiyyih #휴닝바히에 #girlsplanet999 #gp999 https://t.co/pltfowetlr",2021-10-18 23:59:52 UTC,TXT_world_
rt @angelambz: rt para tirarte de paracaidas en dubai✨✌🏻 https://t.co/0j8qxqntrg,2021-10-18 23:59:52 UTC,__Pastrana
rt @villafernando_: andrés arauz y la vía directa para lavar dólares entre ecuador y venezuela https://t.co/4r525p9jqf,2021-10-18 23:59:52 UTC,byronavo
mi gato se llama bonice,2021-10-18 23:59:52 UTC,hbwalls13
"rt @edusadeci: ¡mira mamá!
¡el apocalipsis se abre paso!
a un ritmo veloz se suceden las ediciones de “apocalipsis matemático”. ¡ha salido la cuarta! gracias a quienes habéis decidido arder en el fuego y el azufre de las matematicas, vuestros serán el reino y la gloria, gobernaréis los abismos. https://t.co/rbylgqcz3p",2021-10-18 23:59:52 UTC,KagurazakiII
"miro una estrella y deja de brillar, toco una flor y se ha de marchitar. negra suerte la que me tocó. 

https://t.co/ya2hdkxllf",2021-10-18 23:59:52 UTC,jhoanmah
"rt @twitera74: haz el bien, aunque te hagan el mal porque tú recompensa viene de dios no de la gente. 

buenos días 🌞🌐☕👍✌️
#epavamosacuidarnos 👉😷👈
y vamos a 👣👣 seguirnos🤪
@avelinosalazar7 @belen267248505 @juanma2095 @jor_guito @taniaplomofsln @azucena50043864 @mery_1472 @mechevilma https://t.co/ijoca6vjwd",2021-10-18 23:59:52 UTC,aleja162182
"no iba al cine desde enero de 2020, solo halloween 🎃 kills me sacó de mi aislamiento voluntario. 

michael myers es puto amo.",2021-10-18 23:59:52 UTC,arnaldospireli
que hombre!! 🥰 https://t.co/wgs1znggaa,2021-10-18 23:59:52 UTC,JuamCruz3210
"rt @literlandweb1: ""nuestras convicciones más arraigadas, más indubitables, son las más sospechosas. ellas constituyen nuestro límite, nuestros confines, nuestra prisión”.
josé ortega y gasset
📷ben zank https://t.co/y9u2tzvwcf",2021-10-18 23:59:52 UTC,cesar_tco_vald
@marxquxn besarte - susurra para que solo ella lo escuchara pues era duro el no poder mostrarle cariño a la chica de la que estaba locamente enamorado -,2021-10-18 23:59:52 UTC,LxurBr
@latercera golpe de estado narcomunista,2021-10-18 23:59:52 UTC,Paola14178698
@karenkoetje esa mina está centrada en lo sexual… eso@le pasa por ser una scorter de tomo y lomo,2021-10-18 23:59:52 UTC,paty73397897
"@polisucreoficia ,@visipol_mijp @josevicenteran denuncia en el barrio 1ro.noviembre, 2da.calle carmen, bodega el chicaro, atormentan a los vecinos, desde el amanecer todos los días con música a todo volumen vallenatos .🙉🤔",2021-10-18 23:59:52 UTC,franvillazar
rt @charolopez: por una maternidad deseada y un deseo no juzgado. feliz día .,2021-10-18 23:59:52 UTC,JulioBeauche
era evil fer bueno,2021-10-18 23:59:52 UTC,sehynh4
"rt @camilaemiliasv: delincuencia desatada, delincuentes por los que aboga la cc ¿ustedes creen que buscan dignidad? 🐒 #estallidodelictual https://t.co/mmeobirext",2021-10-18 23:59:52 UTC,MarcosReinanco
adara yendo a por papel higiénico porque julen se ha puesto a llorar. mira me descojono #secret19o,2021-10-18 23:59:52 UTC,InesAsturias
"rt @supershadai: ocho cargos criminales frente a la justicia americana, no son cualquier bobada.
lamento informarles que en u. s.a.  los jueces  son bastante diferentes a los nuestros.
canta, canta o no vuelve a ver el sol y menos a la familia.",2021-10-18 23:59:52 UTC,Autonomo16
"rt @caterinegv: para que la alegría sea nuestra resistencia...

#18deoctubre https://t.co/hy0sv8yihp",2021-10-18 23:59:52 UTC,Gonza2060
"rt @juniorclubsa: 💪🏽¡imágenes del triunfo en el metropolitano! con 24 puntos nos ubicamos en la tabla y seguimos en camino a la clasificación. 

#vamosjunior🔴⚪️🔵 https://t.co/7oj6mj72j1",2021-10-18 23:59:52 UTC,Wiljuniorista40
rt @wendyyyvizuett: ahh jajaj *se pone celosa*,2021-10-18 23:59:52 UTC,lupis26m
"rt @josevaldezsv: no les digan que ya no es “dictador”, díganles que ahora es…

el emperador. https://t.co/9bbuqns1wl",2021-10-18 23:59:52 UTC,RAM46855286
"rt @srtapickygh: yo voy con cristina, luca y adara y ya está 

los demás pueden gustarme en ocasiones o no, pero de ese top no me bajo ni nadie sube.
 #secret18o",2021-10-18 23:59:52 UTC,huevashippoot
@mr_galan_ esk el tuit de cama se puede interpretar como que masi es una fresca y creo que eso le ha tocado mucho la moral,2021-10-18 23:59:52 UTC,dani_ml10
"rt @songber: bueno la buena noticia es que esta belleza ha llegado a la tienda. los ensayos de @xina_andina @marialebernedo @amosquerarosado 
son los primeros que leeré y luego pediré que me los firmen :3 https://t.co/lnemdmj8kx",2021-10-18 23:59:52 UTC,kennethsanchezg
dale respondeme las historias 🙃,2021-10-18 23:59:52 UTC,Iaraagimenezz
@chuvasquez @policiard hay que enfocarse en las condiciones de los destacamentos y vehículos que andan la policías si queremos resultados.,2021-10-18 23:59:52 UTC,SamuelJosRamos4
"por qué no es suficiente burlarse de creer en la astrología, también te puedes burlar de la explicación que te dan jajajajajaja https://t.co/efvreghr3m",2021-10-18 23:59:52 UTC,FGE0495
"rt @mortizherrera: 🔵hoy en plaza italia @tere_marinovic recordando aquel fatídico #18deoctubre donde claramente no hay #nadaquecelebrar 

▪️chile no volverá a ser el mismo, vamos en caída libre hacia el abismo. es hora de reaccionar y repudiar a esa ultra izquierda golpista

#soloquedakast https://t.co/lgz6u9j6iy",2021-10-18 23:59:52 UTC,realVozzFire
@gilbertoupdates almirante #gileternals,2021-10-18 23:59:52 UTC,lariapobi
y se cree político lento jajajaja la maña tiene...,2021-10-18 23:59:52 UTC,AMartinezz__
"rt @btsgaveme2wings: actualmente, la canción títulada 'my universe' de @coldplay x @bts_twt ha logrado alcanzar el puesto número uno en 100 países dentro de itunes, y gracias a esto, bts ha extendido su récord como el único artista/grupo en tener múltiples canciones que han sido #1 en 100 países.",2021-10-18 23:59:52 UTC,minxwht
rt @niko_sepulveda: hay una generación con mucho susto. que cree que las marchas de hoy van a favorecer a kast. muy noventero todo.,2021-10-18 23:59:52 UTC,adesalambrar
@cclouiess pero-ayuda pq se ponen a elegir,2021-10-18 23:59:52 UTC,meraxwalls
@mauroguedess jajajajajaja,2021-10-18 23:59:52 UTC,seeleenealvarez
rt @meeliperez: que ganas de una escapadita al medio del campo y no verle la cara a nadie❣️❣️,2021-10-18 23:59:52 UTC,santialbarraci7
"rt @rossytb: 💚 tenemos presidente 💚
@lopezobrador_🇲🇽💪😎🇲🇽 https://t.co/fgymvl1apr",2021-10-18 23:59:52 UTC,RossyTB_2
hace dos años estaba tan nerviosa que me comí cmo 10 zanahorias de una,2021-10-18 23:59:52 UTC,SofiaPelfort
rt @brillitorta: se terminó mercurio retrógrado 🥳🥳 ahora a asumir toda la responsabilidad de mis desgracias sin una excusa astrológica,2021-10-18 23:59:52 UTC,carolina_wong13
ahi nos vemos https://t.co/ujqdll2rz6,2021-10-18 23:59:52 UTC,NWA_1997
"@brucejulis @riveravivanco_ quieres quitar en 4 días lo que descagaron en 3 años? dales chance, 100 días, sino empezamos a moler, créeme que aquí buscamos el bien de puebla, no hay q ser complacientes!!",2021-10-18 23:59:52 UTC,juankand007
"me gusta que haya religiones, porque me encanta pecar.",2021-10-18 23:59:52 UTC,PaulMaldonadods
"rt @caamifleury: me la baja una locura q para mi mamá nunca haga nada o si hago, hago las cosas mal",2021-10-18 23:59:52 UTC,EHirschegger
"rt @sedenamx: #videodeldía. personal de #fusilerosparacaidistas del  #ejércitomexicano realizando una apertura de copa de un paracaídas de salto de cinta estática en la  #exposiciónmilitar “la gran fuerza de méxico”.
te esperamos en la plaza de la mexicanidad en #cdjuárez, #chih. https://t.co/tgiru2c6kp",2021-10-18 23:59:52 UTC,Militar_Edwiin
@edu16995 esa gente no es de fiar :(,2021-10-18 23:59:52 UTC,thedragons_23
@aurunrun bueno si lo dices tu pues si,2021-10-18 23:59:52 UTC,thelxks5lt
@wallslows porque les ponen la vacuna las odio mentira,2021-10-18 23:59:52 UTC,trainingthebrv3
@alesvousfaire yamato???,2021-10-18 23:59:52 UTC,LiLDoliprane
bueno ahora que termino todo me voy a leer la act del au,2021-10-18 23:59:52 UTC,bonelvskz
rt @indirectasrock: necesito miles de mimos (todos tuyos).,2021-10-18 23:59:52 UTC,adelinnn19
@luchitoquiroz yo soy igual con mi feferico le adoro,2021-10-18 23:59:52 UTC,Max63561190
rt @camimasini123: no antojen https://t.co/d7bcrtggg4,2021-10-18 23:59:52 UTC,AbrilLabella2
tengo 99 problemas e irme de viaje ahora mismo arreglaría 100,2021-10-18 23:59:52 UTC,mariobarcos1
"rt @divulguelo: compartalo y divúlguelo!
#locuriosoypintoresco #divulguelo #fola https://t.co/zianjwujj6",2021-10-18 23:59:52 UTC,JUKOL2009
rt @gatsbytq: solo vimos que trabajo y más trabajo en tepexi encabezado por la maestra alondras  #tepexigobiernoprogresista https://t.co/agzmq4rfv8,2021-10-18 23:59:52 UTC,Manelich6
"rt @presidencialven: #lodijo el pdte. @nicolasmaduro: nosotros somos una fuerza, somos de verdad y trabajamos con amor. estamos en batalla y victoria permanente, construyendo una nueva mayoría con la moral, la verdad y la experiencia acumulada. https://t.co/f8q0nnmnde",2021-10-18 23:59:52 UTC,EliezerLandaet4
"rt @cestarellasv: el problema de la delincuencia va mucho más allá de las autoridades sin experiencia o ineficaces,tiene su origen al eliminar las visas para ingresar al país.además la disposición constitucional de que no existen ilegales permitió que delincuentes de otros países ingresen al país",2021-10-18 23:59:52 UTC,jonvel00
así se siente un pupispace🥺🙏🏼😍,2021-10-18 23:59:52 UTC,hobeerry
@abi8amayea llevo más de 2 horas y nada😭😭😭,2021-10-18 23:59:52 UTC,josefarcaya
@c5n @gatosylvestre tan fritos https://t.co/8dcpamxfxj,2021-10-18 23:59:52 UTC,Nico25917696
@pinkydu05 @dani_hgx q poco me conoces miguel,2021-10-18 23:59:52 UTC,erika_leon__
"@uvitacelosa @afpespanol la violencia viene de todos lados, negar eso, es tapar el sol",2021-10-18 23:59:52 UTC,NodoRiesgo
rt @nahuel_vaez: cuando más bien salís vestido ni una foto te sacas dejaaa🙃,2021-10-18 23:59:52 UTC,Martu_Central
